StateCode,DistrictCode,Area Name,Age,OutOfSchoolChildren
35,638,District-Nicobars,5,375
35,638,District-Nicobars,6,245
35,638,District-Nicobars,7,72
35,638,District-Nicobars,8,35
35,638,District-Nicobars,9,38
35,638,District-Nicobars,10,39
35,638,District-Nicobars,11,49
35,638,District-Nicobars,12,34
35,638,District-Nicobars,13,43
35,638,District-Nicobars,14,63
35,638,District-Nicobars,15,87
35,638,District-Nicobars,16,97
35,638,District-Nicobars,17,168
35,638,District-Nicobars,18,279
35,638,District-Nicobars,19,330
35,639,District-North  & Middle Andaman,5,1155
35,639,District-North  & Middle Andaman,6,742
35,639,District-North  & Middle Andaman,7,201
35,639,District-North  & Middle Andaman,8,66
35,639,District-North  & Middle Andaman,9,84
35,639,District-North  & Middle Andaman,10,96
35,639,District-North  & Middle Andaman,11,104
35,639,District-North  & Middle Andaman,12,90
35,639,District-North  & Middle Andaman,13,96
35,639,District-North  & Middle Andaman,14,174
35,639,District-North  & Middle Andaman,15,261
35,639,District-North  & Middle Andaman,16,366
35,639,District-North  & Middle Andaman,17,542
35,639,District-North  & Middle Andaman,18,920
35,639,District-North  & Middle Andaman,19,1081
35,640,District-South Andaman,5,1947
35,640,District-South Andaman,6,1316
35,640,District-South Andaman,7,277
35,640,District-South Andaman,8,102
35,640,District-South Andaman,9,123
35,640,District-South Andaman,10,147
35,640,District-South Andaman,11,118
35,640,District-South Andaman,12,150
35,640,District-South Andaman,13,160
35,640,District-South Andaman,14,222
35,640,District-South Andaman,15,394
35,640,District-South Andaman,16,503
35,640,District-South Andaman,17,821
35,640,District-South Andaman,18,1574
35,640,District-South Andaman,19,1939
28,532,District-Adilabad,5,29854
28,532,District-Adilabad,6,19316
28,532,District-Adilabad,7,8528
28,532,District-Adilabad,8,5041
28,532,District-Adilabad,9,4431
28,532,District-Adilabad,10,6483
28,532,District-Adilabad,11,5577
28,532,District-Adilabad,12,7977
28,532,District-Adilabad,13,7808
28,532,District-Adilabad,14,11298
28,532,District-Adilabad,15,16169
28,532,District-Adilabad,16,18211
28,532,District-Adilabad,17,18530
28,532,District-Adilabad,18,30849
28,532,District-Adilabad,19,25755
28,533,District-Nizamabad,5,25968
28,533,District-Nizamabad,6,17786
28,533,District-Nizamabad,7,7150
28,533,District-Nizamabad,8,4307
28,533,District-Nizamabad,9,3157
28,533,District-Nizamabad,10,4635
28,533,District-Nizamabad,11,3653
28,533,District-Nizamabad,12,5187
28,533,District-Nizamabad,13,5064
28,533,District-Nizamabad,14,7084
28,533,District-Nizamabad,15,10696
28,533,District-Nizamabad,16,12086
28,533,District-Nizamabad,17,13559
28,533,District-Nizamabad,18,25489
28,533,District-Nizamabad,19,21900
28,534,District-Karimnagar,5,28478
28,534,District-Karimnagar,6,19566
28,534,District-Karimnagar,7,6491
28,534,District-Karimnagar,8,3042
28,534,District-Karimnagar,9,2383
28,534,District-Karimnagar,10,3157
28,534,District-Karimnagar,11,2679
28,534,District-Karimnagar,12,3412
28,534,District-Karimnagar,13,3597
28,534,District-Karimnagar,14,5225
28,534,District-Karimnagar,15,9154
28,534,District-Karimnagar,16,12580
28,534,District-Karimnagar,17,16031
28,534,District-Karimnagar,18,30688
28,534,District-Karimnagar,19,29303
28,535,District-Medak,5,32901
28,535,District-Medak,6,21864
28,535,District-Medak,7,8163
28,535,District-Medak,8,4830
28,535,District-Medak,9,3587
28,535,District-Medak,10,5045
28,535,District-Medak,11,3795
28,535,District-Medak,12,5996
28,535,District-Medak,13,5407
28,535,District-Medak,14,8133
28,535,District-Medak,15,12918
28,535,District-Medak,16,15764
28,535,District-Medak,17,16737
28,535,District-Medak,18,35122
28,535,District-Medak,19,28016
28,536,District-Hyderabad,5,27831
28,536,District-Hyderabad,6,21437
28,536,District-Hyderabad,7,11218
28,536,District-Hyderabad,8,9395
28,536,District-Hyderabad,9,8940
28,536,District-Hyderabad,10,11095
28,536,District-Hyderabad,11,9787
28,536,District-Hyderabad,12,10524
28,536,District-Hyderabad,13,9438
28,536,District-Hyderabad,14,12327
28,536,District-Hyderabad,15,14372
28,536,District-Hyderabad,16,16426
28,536,District-Hyderabad,17,18489
28,536,District-Hyderabad,18,26832
28,536,District-Hyderabad,19,29537
28,537,District-Rangareddy,5,48634
28,537,District-Rangareddy,6,35178
28,537,District-Rangareddy,7,15468
28,537,District-Rangareddy,8,9602
28,537,District-Rangareddy,9,8357
28,537,District-Rangareddy,10,10742
28,537,District-Rangareddy,11,9336
28,537,District-Rangareddy,12,10104
28,537,District-Rangareddy,13,10115
28,537,District-Rangareddy,14,12595
28,537,District-Rangareddy,15,17925
28,537,District-Rangareddy,16,20608
28,537,District-Rangareddy,17,25314
28,537,District-Rangareddy,18,41854
28,537,District-Rangareddy,19,42485
28,538,District-Mahbubnagar,5,55633
28,538,District-Mahbubnagar,6,38060
28,538,District-Mahbubnagar,7,17529
28,538,District-Mahbubnagar,8,11954
28,538,District-Mahbubnagar,9,9238
28,538,District-Mahbubnagar,10,13247
28,538,District-Mahbubnagar,11,9926
28,538,District-Mahbubnagar,12,15653
28,538,District-Mahbubnagar,13,13584
28,538,District-Mahbubnagar,14,17688
28,538,District-Mahbubnagar,15,24398
28,538,District-Mahbubnagar,16,26852
28,538,District-Mahbubnagar,17,25629
28,538,District-Mahbubnagar,18,51757
28,538,District-Mahbubnagar,19,38984
28,539,District-Nalgonda,5,35960
28,539,District-Nalgonda,6,23609
28,539,District-Nalgonda,7,8077
28,539,District-Nalgonda,8,4108
28,539,District-Nalgonda,9,2966
28,539,District-Nalgonda,10,4206
28,539,District-Nalgonda,11,3336
28,539,District-Nalgonda,12,5037
28,539,District-Nalgonda,13,5390
28,539,District-Nalgonda,14,7331
28,539,District-Nalgonda,15,12132
28,539,District-Nalgonda,16,14979
28,539,District-Nalgonda,17,17453
28,539,District-Nalgonda,18,36939
28,539,District-Nalgonda,19,31020
28,540,District-Warangal,5,32420
28,540,District-Warangal,6,21265
28,540,District-Warangal,7,6991
28,540,District-Warangal,8,3667
28,540,District-Warangal,9,2620
28,540,District-Warangal,10,3777
28,540,District-Warangal,11,2898
28,540,District-Warangal,12,4151
28,540,District-Warangal,13,4256
28,540,District-Warangal,14,5789
28,540,District-Warangal,15,9195
28,540,District-Warangal,16,11468
28,540,District-Warangal,17,13693
28,540,District-Warangal,18,28772
28,540,District-Warangal,19,25214
28,541,District-Khammam,5,28958
28,541,District-Khammam,6,19851
28,541,District-Khammam,7,7337
28,541,District-Khammam,8,3715
28,541,District-Khammam,9,2844
28,541,District-Khammam,10,4248
28,541,District-Khammam,11,3375
28,541,District-Khammam,12,5256
28,541,District-Khammam,13,5899
28,541,District-Khammam,14,8316
28,541,District-Khammam,15,12653
28,541,District-Khammam,16,15251
28,541,District-Khammam,17,16868
28,541,District-Khammam,18,30806
28,541,District-Khammam,19,26294
28,542,District-Srikakulam,5,26634
28,542,District-Srikakulam,6,15138
28,542,District-Srikakulam,7,5114
28,542,District-Srikakulam,8,2453
28,542,District-Srikakulam,9,1945
28,542,District-Srikakulam,10,2539
28,542,District-Srikakulam,11,2208
28,542,District-Srikakulam,12,3876
28,542,District-Srikakulam,13,4408
28,542,District-Srikakulam,14,6701
28,542,District-Srikakulam,15,11785
28,542,District-Srikakulam,16,15180
28,542,District-Srikakulam,17,18143
28,542,District-Srikakulam,18,32114
28,542,District-Srikakulam,19,26936
28,543,District-Vizianagaram,5,21947
28,543,District-Vizianagaram,6,12871
28,543,District-Vizianagaram,7,5175
28,543,District-Vizianagaram,8,2742
28,543,District-Vizianagaram,9,2321
28,543,District-Vizianagaram,10,3202
28,543,District-Vizianagaram,11,2734
28,543,District-Vizianagaram,12,4658
28,543,District-Vizianagaram,13,5279
28,543,District-Vizianagaram,14,7501
28,543,District-Vizianagaram,15,11995
28,543,District-Vizianagaram,16,14418
28,543,District-Vizianagaram,17,15518
28,543,District-Vizianagaram,18,27322
28,543,District-Vizianagaram,19,22843
28,544,District-Visakhapatnam,5,42628
28,544,District-Visakhapatnam,6,29414
28,544,District-Visakhapatnam,7,12243
28,544,District-Visakhapatnam,8,7098
28,544,District-Visakhapatnam,9,5560
28,544,District-Visakhapatnam,10,7328
28,544,District-Visakhapatnam,11,6054
28,544,District-Visakhapatnam,12,7614
28,544,District-Visakhapatnam,13,8016
28,544,District-Visakhapatnam,14,10803
28,544,District-Visakhapatnam,15,17478
28,544,District-Visakhapatnam,16,20788
28,544,District-Visakhapatnam,17,24758
28,544,District-Visakhapatnam,18,43737
28,544,District-Visakhapatnam,19,40417
28,545,District-East Godavari,5,52028
28,545,District-East Godavari,6,33097
28,545,District-East Godavari,7,11760
28,545,District-East Godavari,8,5592
28,545,District-East Godavari,9,3971
28,545,District-East Godavari,10,5325
28,545,District-East Godavari,11,4512
28,545,District-East Godavari,12,7423
28,545,District-East Godavari,13,9122
28,545,District-East Godavari,14,14373
28,545,District-East Godavari,15,25750
28,545,District-East Godavari,16,34462
28,545,District-East Godavari,17,38791
28,545,District-East Godavari,18,70558
28,545,District-East Godavari,19,57259
28,546,District-West Godavari,5,40591
28,546,District-West Godavari,6,25856
28,546,District-West Godavari,7,7771
28,546,District-West Godavari,8,3420
28,546,District-West Godavari,9,2560
28,546,District-West Godavari,10,3329
28,546,District-West Godavari,11,3114
28,546,District-West Godavari,12,5059
28,546,District-West Godavari,13,6406
28,546,District-West Godavari,14,9892
28,546,District-West Godavari,15,17903
28,546,District-West Godavari,16,23846
28,546,District-West Godavari,17,27780
28,546,District-West Godavari,18,51065
28,546,District-West Godavari,19,43427
28,547,District-Krishna,5,41152
28,547,District-Krishna,6,29084
28,547,District-Krishna,7,11713
28,547,District-Krishna,8,6267
28,547,District-Krishna,9,5727
28,547,District-Krishna,10,6953
28,547,District-Krishna,11,6098
28,547,District-Krishna,12,7465
28,547,District-Krishna,13,8731
28,547,District-Krishna,14,11968
28,547,District-Krishna,15,18728
28,547,District-Krishna,16,22655
28,547,District-Krishna,17,26812
28,547,District-Krishna,18,44762
28,547,District-Krishna,19,43876
28,548,District-Guntur,5,49520
28,548,District-Guntur,6,31409
28,548,District-Guntur,7,11293
28,548,District-Guntur,8,6252
28,548,District-Guntur,9,5094
28,548,District-Guntur,10,6923
28,548,District-Guntur,11,6062
28,548,District-Guntur,12,9574
28,548,District-Guntur,13,10755
28,548,District-Guntur,14,14395
28,548,District-Guntur,15,22543
28,548,District-Guntur,16,25550
28,548,District-Guntur,17,28681
28,548,District-Guntur,18,53473
28,548,District-Guntur,19,47569
28,549,District-Prakasam,5,39530
28,549,District-Prakasam,6,23576
28,549,District-Prakasam,7,8013
28,549,District-Prakasam,8,4254
28,549,District-Prakasam,9,3898
28,549,District-Prakasam,10,5927
28,549,District-Prakasam,11,4530
28,549,District-Prakasam,12,7359
28,549,District-Prakasam,13,8310
28,549,District-Prakasam,14,11210
28,549,District-Prakasam,15,17619
28,549,District-Prakasam,16,20281
28,549,District-Prakasam,17,21323
28,549,District-Prakasam,18,40082
28,549,District-Prakasam,19,32845
28,550,District-Sri Potti Sriramulu Nellore,5,29984
28,550,District-Sri Potti Sriramulu Nellore,6,17440
28,550,District-Sri Potti Sriramulu Nellore,7,6255
28,550,District-Sri Potti Sriramulu Nellore,8,3181
28,550,District-Sri Potti Sriramulu Nellore,9,2623
28,550,District-Sri Potti Sriramulu Nellore,10,3813
28,550,District-Sri Potti Sriramulu Nellore,11,3343
28,550,District-Sri Potti Sriramulu Nellore,12,5680
28,550,District-Sri Potti Sriramulu Nellore,13,6498
28,550,District-Sri Potti Sriramulu Nellore,14,9492
28,550,District-Sri Potti Sriramulu Nellore,15,14453
28,550,District-Sri Potti Sriramulu Nellore,16,17102
28,550,District-Sri Potti Sriramulu Nellore,17,18988
28,550,District-Sri Potti Sriramulu Nellore,18,32342
28,550,District-Sri Potti Sriramulu Nellore,19,29044
28,551,District-Y.S.R.,5,34324
28,551,District-Y.S.R.,6,20778
28,551,District-Y.S.R.,7,7340
28,551,District-Y.S.R.,8,3540
28,551,District-Y.S.R.,9,2453
28,551,District-Y.S.R.,10,3488
28,551,District-Y.S.R.,11,2897
28,551,District-Y.S.R.,12,4441
28,551,District-Y.S.R.,13,4977
28,551,District-Y.S.R.,14,6980
28,551,District-Y.S.R.,15,11533
28,551,District-Y.S.R.,16,13495
28,551,District-Y.S.R.,17,14825
28,551,District-Y.S.R.,18,29408
28,551,District-Y.S.R.,19,25218
28,552,District-Kurnool,5,51851
28,552,District-Kurnool,6,33190
28,552,District-Kurnool,7,15398
28,552,District-Kurnool,8,10657
28,552,District-Kurnool,9,8674
28,552,District-Kurnool,10,13270
28,552,District-Kurnool,11,10699
28,552,District-Kurnool,12,17654
28,552,District-Kurnool,13,16733
28,552,District-Kurnool,14,21839
28,552,District-Kurnool,15,30420
28,552,District-Kurnool,16,33442
28,552,District-Kurnool,17,30562
28,552,District-Kurnool,18,58486
28,552,District-Kurnool,19,44067
28,553,District-Anantapur,5,46199
28,553,District-Anantapur,6,28607
28,553,District-Anantapur,7,11835
28,553,District-Anantapur,8,5831
28,553,District-Anantapur,9,4686
28,553,District-Anantapur,10,5940
28,553,District-Anantapur,11,5569
28,553,District-Anantapur,12,8017
28,553,District-Anantapur,13,9577
28,553,District-Anantapur,14,13881
28,553,District-Anantapur,15,21688
28,553,District-Anantapur,16,27198
28,553,District-Anantapur,17,28255
28,553,District-Anantapur,18,51897
28,553,District-Anantapur,19,42101
28,554,District-Chittoor,5,40991
28,554,District-Chittoor,6,24456
28,554,District-Chittoor,7,8611
28,554,District-Chittoor,8,4159
28,554,District-Chittoor,9,3450
28,554,District-Chittoor,10,4574
28,554,District-Chittoor,11,3961
28,554,District-Chittoor,12,5650
28,554,District-Chittoor,13,6664
28,554,District-Chittoor,14,9889
28,554,District-Chittoor,15,16158
28,554,District-Chittoor,16,20083
28,554,District-Chittoor,17,23041
28,554,District-Chittoor,18,37148
28,554,District-Chittoor,19,36614
12,245,District-Tawang,5,484
12,245,District-Tawang,6,361
12,245,District-Tawang,7,198
12,245,District-Tawang,8,170
12,245,District-Tawang,9,153
12,245,District-Tawang,10,175
12,245,District-Tawang,11,141
12,245,District-Tawang,12,138
12,245,District-Tawang,13,161
12,245,District-Tawang,14,146
12,245,District-Tawang,15,207
12,245,District-Tawang,16,259
12,245,District-Tawang,17,290
12,245,District-Tawang,18,567
12,245,District-Tawang,19,649
12,246,District-West Kameng,5,1067
12,246,District-West Kameng,6,746
12,246,District-West Kameng,7,412
12,246,District-West Kameng,8,339
12,246,District-West Kameng,9,245
12,246,District-West Kameng,10,357
12,246,District-West Kameng,11,230
12,246,District-West Kameng,12,300
12,246,District-West Kameng,13,269
12,246,District-West Kameng,14,314
12,246,District-West Kameng,15,427
12,246,District-West Kameng,16,499
12,246,District-West Kameng,17,501
12,246,District-West Kameng,18,886
12,246,District-West Kameng,19,829
12,247,District-East Kameng,5,1640
12,247,District-East Kameng,6,1196
12,247,District-East Kameng,7,685
12,247,District-East Kameng,8,431
12,247,District-East Kameng,9,322
12,247,District-East Kameng,10,393
12,247,District-East Kameng,11,242
12,247,District-East Kameng,12,253
12,247,District-East Kameng,13,171
12,247,District-East Kameng,14,197
12,247,District-East Kameng,15,288
12,247,District-East Kameng,16,234
12,247,District-East Kameng,17,256
12,247,District-East Kameng,18,496
12,247,District-East Kameng,19,420
12,248,District-Papum Pare,5,2248
12,248,District-Papum Pare,6,1692
12,248,District-Papum Pare,7,799
12,248,District-Papum Pare,8,597
12,248,District-Papum Pare,9,427
12,248,District-Papum Pare,10,570
12,248,District-Papum Pare,11,407
12,248,District-Papum Pare,12,455
12,248,District-Papum Pare,13,374
12,248,District-Papum Pare,14,435
12,248,District-Papum Pare,15,551
12,248,District-Papum Pare,16,571
12,248,District-Papum Pare,17,554
12,248,District-Papum Pare,18,945
12,248,District-Papum Pare,19,913
12,249,District-Upper Subansiri,5,1387
12,249,District-Upper Subansiri,6,1105
12,249,District-Upper Subansiri,7,693
12,249,District-Upper Subansiri,8,557
12,249,District-Upper Subansiri,9,393
12,249,District-Upper Subansiri,10,528
12,249,District-Upper Subansiri,11,395
12,249,District-Upper Subansiri,12,360
12,249,District-Upper Subansiri,13,243
12,249,District-Upper Subansiri,14,287
12,249,District-Upper Subansiri,15,381
12,249,District-Upper Subansiri,16,354
12,249,District-Upper Subansiri,17,292
12,249,District-Upper Subansiri,18,533
12,249,District-Upper Subansiri,19,480
12,250,District-West Siang,5,1501
12,250,District-West Siang,6,1158
12,250,District-West Siang,7,784
12,250,District-West Siang,8,627
12,250,District-West Siang,9,431
12,250,District-West Siang,10,481
12,250,District-West Siang,11,326
12,250,District-West Siang,12,326
12,250,District-West Siang,13,254
12,250,District-West Siang,14,324
12,250,District-West Siang,15,384
12,250,District-West Siang,16,420
12,250,District-West Siang,17,405
12,250,District-West Siang,18,660
12,250,District-West Siang,19,614
12,251,District-East Siang,5,1383
12,251,District-East Siang,6,961
12,251,District-East Siang,7,512
12,251,District-East Siang,8,387
12,251,District-East Siang,9,296
12,251,District-East Siang,10,373
12,251,District-East Siang,11,291
12,251,District-East Siang,12,259
12,251,District-East Siang,13,249
12,251,District-East Siang,14,276
12,251,District-East Siang,15,304
12,251,District-East Siang,16,337
12,251,District-East Siang,17,382
12,251,District-East Siang,18,540
12,251,District-East Siang,19,539
12,252,District-Upper Siang,5,552
12,252,District-Upper Siang,6,412
12,252,District-Upper Siang,7,235
12,252,District-Upper Siang,8,191
12,252,District-Upper Siang,9,141
12,252,District-Upper Siang,10,125
12,252,District-Upper Siang,11,125
12,252,District-Upper Siang,12,104
12,252,District-Upper Siang,13,111
12,252,District-Upper Siang,14,85
12,252,District-Upper Siang,15,94
12,252,District-Upper Siang,16,96
12,252,District-Upper Siang,17,114
12,252,District-Upper Siang,18,149
12,252,District-Upper Siang,19,151
12,253,District-Changlang,5,2854
12,253,District-Changlang,6,2316
12,253,District-Changlang,7,1277
12,253,District-Changlang,8,1159
12,253,District-Changlang,9,720
12,253,District-Changlang,10,1055
12,253,District-Changlang,11,636
12,253,District-Changlang,12,897
12,253,District-Changlang,13,643
12,253,District-Changlang,14,785
12,253,District-Changlang,15,1012
12,253,District-Changlang,16,1013
12,253,District-Changlang,17,1032
12,253,District-Changlang,18,1816
12,253,District-Changlang,19,1443
12,254,District-Tirap,5,2353
12,254,District-Tirap,6,2098
12,254,District-Tirap,7,1412
12,254,District-Tirap,8,1192
12,254,District-Tirap,9,888
12,254,District-Tirap,10,928
12,254,District-Tirap,11,588
12,254,District-Tirap,12,603
12,254,District-Tirap,13,460
12,254,District-Tirap,14,478
12,254,District-Tirap,15,556
12,254,District-Tirap,16,496
12,254,District-Tirap,17,606
12,254,District-Tirap,18,887
12,254,District-Tirap,19,832
12,255,District-Lower Subansiri,5,1128
12,255,District-Lower Subansiri,6,915
12,255,District-Lower Subansiri,7,508
12,255,District-Lower Subansiri,8,362
12,255,District-Lower Subansiri,9,258
12,255,District-Lower Subansiri,10,268
12,255,District-Lower Subansiri,11,250
12,255,District-Lower Subansiri,12,217
12,255,District-Lower Subansiri,13,136
12,255,District-Lower Subansiri,14,188
12,255,District-Lower Subansiri,15,223
12,255,District-Lower Subansiri,16,208
12,255,District-Lower Subansiri,17,212
12,255,District-Lower Subansiri,18,400
12,255,District-Lower Subansiri,19,340
12,256,District-Kurung Kumey,5,2353
12,256,District-Kurung Kumey,6,2062
12,256,District-Kurung Kumey,7,1522
12,256,District-Kurung Kumey,8,1284
12,256,District-Kurung Kumey,9,924
12,256,District-Kurung Kumey,10,1008
12,256,District-Kurung Kumey,11,838
12,256,District-Kurung Kumey,12,686
12,256,District-Kurung Kumey,13,551
12,256,District-Kurung Kumey,14,539
12,256,District-Kurung Kumey,15,745
12,256,District-Kurung Kumey,16,521
12,256,District-Kurung Kumey,17,519
12,256,District-Kurung Kumey,18,727
12,256,District-Kurung Kumey,19,622
12,257,District-Dibang Valley,5,92
12,257,District-Dibang Valley,6,52
12,257,District-Dibang Valley,7,51
12,257,District-Dibang Valley,8,20
12,257,District-Dibang Valley,9,25
12,257,District-Dibang Valley,10,29
12,257,District-Dibang Valley,11,27
12,257,District-Dibang Valley,12,30
12,257,District-Dibang Valley,13,21
12,257,District-Dibang Valley,14,15
12,257,District-Dibang Valley,15,28
12,257,District-Dibang Valley,16,24
12,257,District-Dibang Valley,17,34
12,257,District-Dibang Valley,18,45
12,257,District-Dibang Valley,19,50
12,258,District-Lower Dibang Valley,5,764
12,258,District-Lower Dibang Valley,6,595
12,258,District-Lower Dibang Valley,7,284
12,258,District-Lower Dibang Valley,8,245
12,258,District-Lower Dibang Valley,9,171
12,258,District-Lower Dibang Valley,10,215
12,258,District-Lower Dibang Valley,11,146
12,258,District-Lower Dibang Valley,12,181
12,258,District-Lower Dibang Valley,13,153
12,258,District-Lower Dibang Valley,14,193
12,258,District-Lower Dibang Valley,15,268
12,258,District-Lower Dibang Valley,16,261
12,258,District-Lower Dibang Valley,17,312
12,258,District-Lower Dibang Valley,18,532
12,258,District-Lower Dibang Valley,19,413
12,259,District-Lohit,5,3110
12,259,District-Lohit,6,2442
12,259,District-Lohit,7,1071
12,259,District-Lohit,8,910
12,259,District-Lohit,9,598
12,259,District-Lohit,10,776
12,259,District-Lohit,11,497
12,259,District-Lohit,12,738
12,259,District-Lohit,13,594
12,259,District-Lohit,14,705
12,259,District-Lohit,15,900
12,259,District-Lohit,16,1010
12,259,District-Lohit,17,915
12,259,District-Lohit,18,1741
12,259,District-Lohit,19,1349
12,260,District-Anjaw,5,371
12,260,District-Anjaw,6,269
12,260,District-Anjaw,7,215
12,260,District-Anjaw,8,151
12,260,District-Anjaw,9,100
12,260,District-Anjaw,10,113
12,260,District-Anjaw,11,96
12,260,District-Anjaw,12,74
12,260,District-Anjaw,13,58
12,260,District-Anjaw,14,57
12,260,District-Anjaw,15,79
12,260,District-Anjaw,16,100
12,260,District-Anjaw,17,103
12,260,District-Anjaw,18,178
12,260,District-Anjaw,19,196
18,300,District-Kokrajhar,5,16965
18,300,District-Kokrajhar,6,12651
18,300,District-Kokrajhar,7,6474
18,300,District-Kokrajhar,8,4629
18,300,District-Kokrajhar,9,3453
18,300,District-Kokrajhar,10,3951
18,300,District-Kokrajhar,11,3084
18,300,District-Kokrajhar,12,4217
18,300,District-Kokrajhar,13,3803
18,300,District-Kokrajhar,14,4869
18,300,District-Kokrajhar,15,6269
18,300,District-Kokrajhar,16,7104
18,300,District-Kokrajhar,17,6845
18,300,District-Kokrajhar,18,11800
18,300,District-Kokrajhar,19,9867
18,301,District-Dhubri,5,47894
18,301,District-Dhubri,6,35679
18,301,District-Dhubri,7,23086
18,301,District-Dhubri,8,16667
18,301,District-Dhubri,9,11568
18,301,District-Dhubri,10,14245
18,301,District-Dhubri,11,10180
18,301,District-Dhubri,12,13338
18,301,District-Dhubri,13,12265
18,301,District-Dhubri,14,13900
18,301,District-Dhubri,15,17432
18,301,District-Dhubri,16,18498
18,301,District-Dhubri,17,17833
18,301,District-Dhubri,18,30975
18,301,District-Dhubri,19,24874
18,302,District-Goalpara,5,20832
18,302,District-Goalpara,6,14654
18,302,District-Goalpara,7,8193
18,302,District-Goalpara,8,5546
18,302,District-Goalpara,9,3916
18,302,District-Goalpara,10,4576
18,302,District-Goalpara,11,3646
18,302,District-Goalpara,12,4943
18,302,District-Goalpara,13,4819
18,302,District-Goalpara,14,5747
18,302,District-Goalpara,15,7594
18,302,District-Goalpara,16,8377
18,302,District-Goalpara,17,8775
18,302,District-Goalpara,18,14583
18,302,District-Goalpara,19,12870
18,303,District-Barpeta,5,37069
18,303,District-Barpeta,6,28219
18,303,District-Barpeta,7,16701
18,303,District-Barpeta,8,11600
18,303,District-Barpeta,9,7890
18,303,District-Barpeta,10,8615
18,303,District-Barpeta,11,6652
18,303,District-Barpeta,12,8388
18,303,District-Barpeta,13,7989
18,303,District-Barpeta,14,8974
18,303,District-Barpeta,15,11814
18,303,District-Barpeta,16,12681
18,303,District-Barpeta,17,11852
18,303,District-Barpeta,18,21408
18,303,District-Barpeta,19,19863
18,304,District-Morigaon,5,19054
18,304,District-Morigaon,6,13765
18,304,District-Morigaon,7,6459
18,304,District-Morigaon,8,4788
18,304,District-Morigaon,9,3562
18,304,District-Morigaon,10,4487
18,304,District-Morigaon,11,3596
18,304,District-Morigaon,12,5115
18,304,District-Morigaon,13,4954
18,304,District-Morigaon,14,6133
18,304,District-Morigaon,15,8053
18,304,District-Morigaon,16,8846
18,304,District-Morigaon,17,8066
18,304,District-Morigaon,18,13767
18,304,District-Morigaon,19,11486
18,305,District-Nagaon,5,53215
18,305,District-Nagaon,6,37066
18,305,District-Nagaon,7,16608
18,305,District-Nagaon,8,11388
18,305,District-Nagaon,9,7814
18,305,District-Nagaon,10,10356
18,305,District-Nagaon,11,8265
18,305,District-Nagaon,12,12603
18,305,District-Nagaon,13,12597
18,305,District-Nagaon,14,16777
18,305,District-Nagaon,15,22739
18,305,District-Nagaon,16,25161
18,305,District-Nagaon,17,24408
18,305,District-Nagaon,18,41492
18,305,District-Nagaon,19,34414
18,306,District-Sonitpur,5,31769
18,306,District-Sonitpur,6,23150
18,306,District-Sonitpur,7,11986
18,306,District-Sonitpur,8,9286
18,306,District-Sonitpur,9,7256
18,306,District-Sonitpur,10,9377
18,306,District-Sonitpur,11,7044
18,306,District-Sonitpur,12,10358
18,306,District-Sonitpur,13,9258
18,306,District-Sonitpur,14,11524
18,306,District-Sonitpur,15,15518
18,306,District-Sonitpur,16,16732
18,306,District-Sonitpur,17,16036
18,306,District-Sonitpur,18,26594
18,306,District-Sonitpur,19,21480
18,307,District-Lakhimpur,5,17499
18,307,District-Lakhimpur,6,12232
18,307,District-Lakhimpur,7,4419
18,307,District-Lakhimpur,8,2768
18,307,District-Lakhimpur,9,1848
18,307,District-Lakhimpur,10,2479
18,307,District-Lakhimpur,11,1909
18,307,District-Lakhimpur,12,2815
18,307,District-Lakhimpur,13,2836
18,307,District-Lakhimpur,14,3973
18,307,District-Lakhimpur,15,5398
18,307,District-Lakhimpur,16,6475
18,307,District-Lakhimpur,17,6629
18,307,District-Lakhimpur,18,11408
18,307,District-Lakhimpur,19,9943
18,308,District-Dhemaji,5,12324
18,308,District-Dhemaji,6,8623
18,308,District-Dhemaji,7,3766
18,308,District-Dhemaji,8,2410
18,308,District-Dhemaji,9,1656
18,308,District-Dhemaji,10,1884
18,308,District-Dhemaji,11,1533
18,308,District-Dhemaji,12,1864
18,308,District-Dhemaji,13,1791
18,308,District-Dhemaji,14,2393
18,308,District-Dhemaji,15,3087
18,308,District-Dhemaji,16,3690
18,308,District-Dhemaji,17,3831
18,308,District-Dhemaji,18,6322
18,308,District-Dhemaji,19,6229
18,309,District-Tinsukia,5,20927
18,309,District-Tinsukia,6,15409
18,309,District-Tinsukia,7,7127
18,309,District-Tinsukia,8,5657
18,309,District-Tinsukia,9,4073
18,309,District-Tinsukia,10,5913
18,309,District-Tinsukia,11,4300
18,309,District-Tinsukia,12,6662
18,309,District-Tinsukia,13,6037
18,309,District-Tinsukia,14,7920
18,309,District-Tinsukia,15,10230
18,309,District-Tinsukia,16,11825
18,309,District-Tinsukia,17,11529
18,309,District-Tinsukia,18,19126
18,309,District-Tinsukia,19,15541
18,310,District-Dibrugarh,5,17833
18,310,District-Dibrugarh,6,12407
18,310,District-Dibrugarh,7,5070
18,310,District-Dibrugarh,8,3321
18,310,District-Dibrugarh,9,2949
18,310,District-Dibrugarh,10,3981
18,310,District-Dibrugarh,11,3329
18,310,District-Dibrugarh,12,4992
18,310,District-Dibrugarh,13,4913
18,310,District-Dibrugarh,14,6305
18,310,District-Dibrugarh,15,8572
18,310,District-Dibrugarh,16,9832
18,310,District-Dibrugarh,17,9845
18,310,District-Dibrugarh,18,16197
