,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,"FBI ‘reached agreement’ to pay Christopher Steele, the former MI6 officer who produced the Donald Trump Russian… http://dlvr.it/NWLRXZ pic.twitter.com/zOGS6tCM6s",2017-03-01 14:54:13,0,0,837073518789455873,"{'neg': 0.067, 'neu': 0.714, 'pos': 0.219, 'compound': 0.4939}",0.0440029335289,0.111740782719
1,1,1,1,Donald Trump Wants Total Subservience From Interviewers http://mm4a.org/2mBeVRH ,2017-03-01 13:50:54,0,0,837057583575887872,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0440029335289,0.111740782719
2,2,2,2,The most outrageous of Donald Trump's bogus employment statistics http://www.msnbc.com/rachel-maddow-show/the-most-outrageous-donald-trumps-bogus-employment-statistics … via @msnbc,2017-03-01 12:19:59,0,0,837034705824411649,"{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.5095}",0.0440029335289,0.111740782719
3,3,3,3,The Enemies Of Donald Trump Are The Enemies Of America http://canadafreepress.com/article/the-enemies-of-donald-trump-are-the-enemies-of-america#.WLckWo-DFd8.twitter …,2017-03-01 11:43:25,2,1,837025500258164736,"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.7506}",0.0440029335289,0.111740782719
4,4,4,4,The two most debased moments of Donald Trump’s speech to Congress: http://www.slate.com/articles/news_and_politics/politics/2017/03/the_two_most_debased_moments_of_donald_trump_s_speech_to_congress.html?wpsrc=sh_all_dt_tw_bot … via @slate,2017-03-01 11:12:35,1,0,837017742230183937,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0440029335289,0.111740782719
5,5,5,5,"Article: Don’t Be Fooled, Donald Trump Didn’t Pivot 
http://ow.ly/33dK100BrvE ",2017-03-01 10:54:11,0,0,837013111244795905,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.3818}",0.0440029335289,0.111740782719
6,6,6,6,"Vote now: What grade would you give to President Donald Trump’s congressional speech? A, B, C, D, or F https://www.boombox.com/c/poll/dFk0bqki2Z81KVBTgb_EDb0cypP …

A+",2017-03-01 10:19:03,0,0,837004269555351553,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0440029335289,0.111740782719
7,7,7,7,"Vote now: What grade would you give to President Donald Trump’s congressional speech? 
A, B, C, D, or F https://www.boombox.com/c/poll/dFk0bqki2Z81KVBTgb_EDb0cypP …",2017-03-01 10:17:00,0,0,837003756529205251,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0440029335289,0.111740782719
8,8,8,8,Almost every big claim Donald Trump just made was false http://www.independent.co.uk/news/world/americas/us-politics/donald-trump-speech-fact-check-lies-claims-joint-address-congress-jobs-immigration-pipeline-a7604861.html …,2017-03-01 10:10:06,0,0,837002019365928976,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0440029335289,0.111740782719
9,9,9,9,Donald Trump - Never Come Down (3 HOURS LONG ) https://www.youtube.com/watch?v=zxXfHxceMg4&feature=share …,2017-03-01 10:02:32,0,0,837000112723283968,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0440029335289,0.111740782719
10,10,10,10,"Donald Trump's speech down in audience, down in approval, destroyed by Barack Obama http://www.dailykos.com/story/2017/3/1/1639002/-Donald-Trump-s-speech-down-in-audience-down-in-approval-destroyed-by-Barack-Obama …",2017-03-01 09:58:26,1,0,836999081570480128,"{'neg': 0.175, 'neu': 0.656, 'pos': 0.169, 'compound': -0.0258}",0.0440029335289,0.111740782719
11,11,11,11,Former Mexican President Vicente Fox Says He'll Pay For Donald Trump's Wall - The Huffington Post https://apple.news/AGw8YS5PHQHqNUngJLqa0Cw …,2017-03-01 08:56:39,0,0,836983534375989248,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}",0.0440029335289,0.111740782719
12,12,12,12,@DanRather comes 2 Donald Trump weigh everything by fact checkers have proven 91% of what Donald Trump says are lies & 9% is mostly true,2017-03-01 08:35:56,1,0,836978318213705728,"{'neg': 0.105, 'neu': 0.789, 'pos': 0.105, 'compound': 0.0}",0.0440029335289,0.111740782719
13,13,13,13,‘Completely neglected’: Viral photo shows veteran lying on the floor at VA hospital http://www.theblaze.com/news/2017/02/28/completely-neglected-viral-photo-shows-veteran-lying-on-the-floor-at-va-hospital … #DonaldTrump,2017-03-01 07:49:11,0,0,836966556601057280,"{'neg': 0.353, 'neu': 0.647, 'pos': 0.0, 'compound': -0.796}",0.0440029335289,0.111740782719
14,14,14,14,"Trump’s win made Oprah think she could be president, too - President Donald Trump’s victory may be causing the ... http://ow.ly/AdH7509ThyY ",2017-03-01 07:16:08,0,0,836958235936583682,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5859}",0.0440029335289,0.111740782719
