,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,Sources: Donald Trump Listened In On Phone Lines At Mar-A-Lago https://www.buzzfeed.com/aramroston/sources-donald-trump-listened-in-on-phone-lines-at-mar-a-lag?utm_term=.vteD7aQNQR … via @aramroston,2017-03-06 15:23:23,0,0,838892798518648832,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.081,0.0909166666667
1,1,1,1,Donald Trump has it hard as a president. American intellectuals aren't giving him a break ,2017-03-06 13:43:54,0,0,838867761329758208,"{'neg': 0.214, 'neu': 0.624, 'pos': 0.162, 'compound': 0.0423}",0.081,0.0909166666667
2,2,2,2,I liked a @YouTube video http://youtu.be/shwoimUdmck?a  Inside Donald Trump's 'Worst Deal:' Five-Star Azerbaijan Hotel | Morning Joe | MSNBC,2017-03-06 12:51:43,0,0,838854627563044864,"{'neg': 0.206, 'neu': 0.653, 'pos': 0.141, 'compound': -0.3182}",0.081,0.0909166666667
3,3,3,3,Kim Jong-un should put on a dress and try to use a public restroom in the United States if he wants Donald Trump's attention.,2017-03-06 09:34:39,2,1,838805038009044992,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4215}",0.081,0.0909166666667
4,4,4,4,Barbara Streisand Claims Donald Trump Is Making Her Fat http://www.barstoolsports.com/chicago/barbara-streisand-claims-donald-trump-is-making-her-fat/ … - great article.,2017-03-06 09:11:57,0,0,838799324838494209,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249}",0.081,0.0909166666667
5,5,5,5,Donald Trump complains protesters saying 'resist' are slowing down his presidential agenda http://www.independent.co.uk/news/world/americas/us-politics/donald-trump-complain-resist-protesters-slow-down-us-president-agenda-congress-address-a7603241.html …,2017-03-06 08:20:38,0,0,838786407099400192,"{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.5423}",0.081,0.0909166666667
6,6,6,6,POLL: Do You Support Donald Trump’s Plan To IMMEDIATELY Deport ALL Criminal Aliens? http://en-volve.com/2016/09/01/poll-do-you-support-donald-trumps-plan-to-immediately-deport-all-criminal-aliens/ …,2017-03-06 07:57:52,0,0,838780681778053124,"{'neg': 0.188, 'neu': 0.663, 'pos': 0.149, 'compound': -0.1779}",0.081,0.0909166666667
7,7,7,7,Poll: Has Donald Trump Been Your Pick For President Since The Beginning Of Election Season? http://en-volve.com/2016/08/30/poll-has-donald-trump-been-your-pick-for-president-since-the-beginning-of-election-season/ …,2017-03-06 07:56:22,0,0,838780304118669312,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.081,0.0909166666667
8,8,8,8,Thank you Donald Trump for bringing us all closer to the eve of destruction. https://twitter.com/Max_Fisher/status/838774377428762629 …,2017-03-06 07:36:31,0,0,838775305598808064,"{'neg': 0.193, 'neu': 0.677, 'pos': 0.13, 'compound': -0.296}",0.081,0.0909166666667
9,9,9,9,Donald Trump relied on Breitbart to claim Barack Obama tapped his phones -Fucking nutjob https://apple.news/Au5yKsDllNDO838Y9JG-a5A …,2017-03-06 04:04:25,0,0,838721931448832002,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.081,0.0909166666667
10,10,10,10,Donald Trump has evolved from being a conspiracy-theory candidate to a conspiracy-theory president -The Independent https://apple.news/A7r6q8a1cRUC9pdJ9Qc6yPQ …,2017-03-06 04:03:54,0,0,838721801849081858,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.081,0.0909166666667
11,11,11,11,Donald Trump thinks about Barack Obama so much that he has jungle fever.,2017-03-05 17:23:43,0,0,838560692005281792,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.081,0.0909166666667
